交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注,交易日期,交易月份
2026-05-28 06:58:38,商户消费,中山通,公交-500-20260528065833,支出,1.0,零钱,支付成功,4200003060202605280404552634,202605282059771269489299457,/,2026-05-28,2026-05
2026-05-28 18:24:37,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,招商银行储蓄卡(8546),已转账,53110001904051202605280429635887,10001073012026052801532508316549,/,2026-05-28,2026-05
2026-05-28 18:35:53,商户消费,益百家超市捷尚购店,M22113530006202605280001324-总部,支出,3.0,零钱,支付成功,4200003122202605288120977476,83620260528625528089,/,2026-05-28,2026-05
2026-05-28 21:51:33,商户消费,中山通,公交-819-20260528215121,支出,1.0,零钱,支付成功,4200003089202605284397027321,202605282059995979477094402,/,2026-05-28,2026-05
2026-05-29 07:51:33,商户消费,天津汤包王,/,支出,8.0,招商银行储蓄卡(8546),支付成功,4500000202202605298019403251,10360310721717800122880113193200,/,2026-05-29,2026-05
2026-05-29 07:52:04,商户消费,乐佳便利店,/,支出,1.0,招商银行储蓄卡(8546),支付成功,4500000181202605293323376801,10360310721417800123190187383400,/,2026-05-29,2026-05
2026-05-29 07:57:41,商户消费,中山通,公交-500-20260529075740,支出,1.0,零钱,支付成功,4200003090202605298622173433,202605292060148520895819778,/,2026-05-29,2026-05
2026-05-29 18:24:53,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,招商银行储蓄卡(8546),已转账,53110001652234202605292244054094,10001073012026052901027159305557,/,2026-05-29,2026-05
2026-05-29 21:42:37,商户消费,中国移动,为151****1915话费充值,支出,20.0,招商银行储蓄卡(8546),支付成功,4500000193202605292045837798,00552026052921422787276082823424,/,2026-05-29,2026-05
2026-05-29 21:51:20,商户消费,中国移动,为151****1915话费充值,支出,10.0,招商银行储蓄卡(8546),支付成功,4500000221202605295907842177,00552026052921511458918068650197,/,2026-05-29,2026-05
2026-05-29 21:51:39,商户消费,中山通,公交-819-20260529215135,支出,1.0,零钱,支付成功,4200003078202605294122851488,202605292060358398042091522,/,2026-05-29,2026-05
2026-05-29 22:09:55,商户消费,乐佳便利店,/,支出,5.5,招商银行储蓄卡(8546),支付成功,4500000223202605296243669502,10360305631617800637890185585300,/,2026-05-29,2026-05
2026-05-29 22:24:32,扫二维码付款,杨,收款方备注:二维码收款,支出,10.0,招商银行储蓄卡(8546),已转账,53110001885024202605290756543055,10001073012026052901860929582502,/,2026-05-29,2026-05
2026-05-30 12:00:15,商户消费,乐佳便利店,/,支出,1.0,招商银行储蓄卡(8546),支付成功,4500000226202605307210615736,10360301986417801136090107770701,/,2026-05-30,2026-05
2026-05-30 12:07:06,商户消费,中山通,公交-500-20260530120706,支出,1.0,零钱,支付成功,4200003089202605305955870155,202605302060573677173805058,/,2026-05-30,2026-05
2026-05-30 12:26:50,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,招商银行储蓄卡(8546),已转账,53110001662011202605302361941030,10001073012026053001547984489507,/,2026-05-30,2026-05
2026-05-30 13:32:03,商户消费,杭州深度求索,DeepSeek-API服务(137******37),支出,10.0,招商银行储蓄卡(8546),支付成功,4200003132202605308040587952,100426053013315195460928,/,2026-05-30,2026-05
2026-05-30 17:21:35,扫二维码付款,温记隆江猪脚饭,收款方备注:二维码收款,支出,12.0,招商银行储蓄卡(8546),已转账,53110001882172202605301023038688,10001073012026053001063425211566,/,2026-05-30,2026-05
2026-05-30 20:52:02,商户消费,中山通,公交-819-20260530205150,支出,1.0,零钱,支付成功,4200003093202605305827072222,202605302060705783271067650,/,2026-05-30,2026-05
2026-05-30 22:54:47,商户消费,乐佳便利店,/,支出,6.0,招商银行储蓄卡(8546),支付成功,4500000188202605309384469998,10360298153617801528810107823700,/,2026-05-30,2026-05
2026-05-31 12:48:21,扫二维码付款,鲁朵朵,收款方备注:二维码收款,支出,5.0,招商银行储蓄卡(8546),已转账,53110001886100202605313736253170,10001073012026053101206577819604,/,2026-05-31,2026-05
2026-05-31 12:49:57,商户消费,乐佳便利店,/,支出,1.0,招商银行储蓄卡(8546),支付成功,4500000107202605317299083245,10360293311817802029910139147001,/,2026-05-31,2026-05
2026-05-31 12:56:09,商户消费,中山通,公交-500-20260531125601,支出,1.0,零钱,支付成功,4200003132202605313066185400,202605312060948410498871297,/,2026-05-31,2026-05
2026-05-31 17:10:13,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,招商银行储蓄卡(8546),已转账,53110001847035202605314173226691,10001073012026053101662746474641,/,2026-05-31,2026-05
2026-05-31 21:30:52,商户消费,中山通,公交-819-20260531213042,支出,1.0,零钱,支付成功,4200003068202605313243458521,202605312061077940186583041,/,2026-05-31,2026-05
2026-05-31 22:55:01,商户消费,乐佳便利店,/,支出,11.0,招商银行储蓄卡(8546),支付成功,4500000166202605312596621805,10360340356617802392950120390500,/,2026-05-31,2026-05
