交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注,交易日期,交易月份
2026-04-23 19:36:45,扫二维码付款,618楼下水果摊,收款方备注:二维码收款,支出,4.0,零钱,已转账,53110001421035202604230556005290,10001073012026042301288608897579,/,2026-04-23,2026-04
2026-04-24 07:49:45,商户消费,天津汤包王,/,支出,2.0,零钱,支付成功,4500000140202604244482358854,10357678502617769881790186813501,/,2026-04-24,2026-04
2026-04-24 07:50:13,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000152202604241969997043,10357678505717769882080118359800,/,2026-04-24,2026-04
2026-04-24 08:12:41,商户消费,中山通,公交-1801路(中山海关2026-04-24 08:00:07-市政府第二办公区2026-04-24 08:12:29),支出,1.0,零钱,支付成功,4200003082202604241709432016,202604242047468722258890753,/,2026-04-24,2026-04
2026-04-24 12:14:16,商户消费,七叔公面家（华苑大街店）,美团收银909700211780400389,支出,11.0,零钱,支付成功,4200003045202604243679453339,0461368606526419378705039,/,2026-04-24,2026-04
2026-04-24 18:27:44,扫二维码付款,温记隆江猪脚饭,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001375066202604240094901473,10001073012026042401867818105566,/,2026-04-24,2026-04
2026-04-24 21:31:48,商户消费,中山通,公交-819-20260424213142,支出,1.0,零钱,支付成功,4200003081202604248670739954,202604242047669824482177026,/,2026-04-24,2026-04
2026-04-25 07:52:20,扫二维码付款,鲁朵朵,收款方备注:二维码收款,支出,5.0,零钱,已转账,53110001401221202604250469266728,10001073012026042501909424080583,/,2026-04-25,2026-04
2026-04-25 07:53:39,商户消费,天津汤包王,/,支出,2.0,零钱,支付成功,4500000127202604251624226434,10357720753417770748150111233501,/,2026-04-25,2026-04
2026-04-25 12:44:43,商户消费,中山通,公交-500-20260425124440,支出,1.0,零钱,支付成功,4200003082202604259270736050,202604252047899566681280513,/,2026-04-25,2026-04
2026-04-25 13:04:25,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,10.0,零钱,已转账,53110001413242202604250205817752,10001073012026042501999238466501,/,2026-04-25,2026-04
2026-04-25 18:09:42,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001415138202604253748126675,10001073012026042501180109299600,/,2026-04-25,2026-04
2026-04-25 21:11:35,商户消费,中山通,公交-819-20260425211121,支出,1.0,零钱,支付成功,4200003073202604259263465534,202604252048027125110009858,/,2026-04-25,2026-04
2026-04-26 11:48:35,商户消费,中山通,公交-500-20260426114825,支出,1.0,零钱,支付成功,4200003078202604260141390396,202604262048247827925487618,/,2026-04-26,2026-04
2026-04-26 12:14:56,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,零钱,已转账,53110001394157202604261334503344,10001073012026042601613482559571,/,2026-04-26,2026-04
2026-04-26 17:10:40,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,15.0,零钱,已转账,53110001441023202604261569364890,10001073012026042601426127162617,/,2026-04-26,2026-04
2026-04-26 18:03:24,商户消费,中山通,公交-819-20260426180315,支出,1.0,零钱,支付成功,4200003058202604264179690796,202604262048342158838853633,/,2026-04-26,2026-04
2026-04-26 21:37:59,商户消费,乐佳便利店,/,支出,3.0,零钱,支付成功,4500000134202604264458385594,10357707305617772106730143062000,/,2026-04-26,2026-04
2026-04-27 07:55:30,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000127202604276107361037,10357705254117772477240138697601,/,2026-04-27,2026-04
2026-04-27 08:00:58,商户消费,中山通,公交-500-20260427080059,支出,1.0,零钱,支付成功,4200003072202604273490013282,202604272048552934547648514,/,2026-04-27,2026-04
2026-04-27 12:09:25,商户消费,桂宁南宁老友记,美团收银909700211900519858,支出,12.0,零钱,支付成功,4200003018202604279060860427,0461368606533582423902183,/,2026-04-27,2026-04
2026-04-27 18:34:35,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001421152202604273689220031,10001073012026042701713073099626,/,2026-04-27,2026-04
2026-04-27 21:09:15,商户消费,中山通,公交-819-20260427210900,支出,1.0,零钱,支付成功,4200003061202604275491038208,202604272048751312549138434,/,2026-04-27,2026-04
2026-04-28 07:53:53,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000119202604281374777177,10357696706617773340270143783001,/,2026-04-28,2026-04
2026-04-28 07:54:26,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000131202604285010213431,10357696710017773340610103269000,/,2026-04-28,2026-04
2026-04-28 08:01:01,商户消费,中山通,公交-500-20260428080053,支出,1.0,零钱,支付成功,4200003093202604289784834279,202604282048915334059061249,/,2026-04-28,2026-04
2026-04-28 12:08:33,商户消费,七叔公面家（华苑大街店）,美团收银909700211933501530,支出,9.0,零钱,支付成功,4200003022202604288967697216,0461368606535346185705039,/,2026-04-28,2026-04
2026-04-28 18:24:48,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,零钱,已转账,53110001553208202604281800697872,10001073012026042801718614543577,/,2026-04-28,2026-04
2026-04-28 21:25:37,商户消费,中山通,公交-819-20260428212531,支出,1.0,零钱,支付成功,4200003092202604281517039989,202604282049117817315979265,/,2026-04-28,2026-04
2026-04-28 23:05:02,商户消费,乐佳便利店,/,支出,6.0,零钱,支付成功,4500000144202604282495131795,10357637018417773886970119120100,/,2026-04-28,2026-04
2026-04-29 07:54:56,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000149202604297916624756,10357633647417774204910141427500,/,2026-04-29,2026-04
2026-04-29 07:55:25,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000142202604293439099094,10357633650417774205210110168001,/,2026-04-29,2026-04
2026-04-29 08:03:12,商户消费,中山通,公交-500-20260429080303,支出,1.0,零钱,支付成功,4200003064202604299862395847,202604292049278276652429314,/,2026-04-29,2026-04
2026-04-29 12:10:13,商户消费,湖仔,/,支出,20.0,零钱,支付成功,4500000107202604293329854248,10357632308717774358060150505501,/,2026-04-29,2026-04
2026-04-29 12:50:13,微信红包,大学-概率论老师-明,/,收入,30.0,/,已存入零钱,1000039801073604296152505843059,1000039801202604296152505843059,/,2026-04-29,2026-04
2026-04-29 18:18:22,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,零钱,已转账,53110001410061202604291854766002,10001073012026042901450409470588,/,2026-04-29,2026-04
2026-04-29 21:29:57,商户消费,中山通,公交-819-20260429212946,支出,1.0,零钱,支付成功,4200003129202604290999692485,202604292049481301470670849,/,2026-04-29,2026-04
2026-04-29 23:31:23,商户消费,乐佳便利店,/,支出,4.0,零钱,支付成功,4500000119202604293205680650,10357629871117774766780137529301,/,2026-04-29,2026-04
2026-04-30 07:54:24,商户消费,乐佳便利店,/,支出,5.0,零钱,支付成功,4500000124202604306269752010,10357625106717775068580103207801,/,2026-04-30,2026-04
2026-04-30 07:55:04,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000142202604307062571022,10357625107417775068990109866700,/,2026-04-30,2026-04
2026-04-30 08:01:17,商户消费,中山通,公交-500-20260430080107,支出,1.0,零钱,支付成功,4200003088202604303014930008,202604302049640178266861569,/,2026-04-30,2026-04
2026-04-30 18:21:10,扫二维码付款,峰记石磨肠粉,收款方备注:二维码收款,支出,7.0,零钱,已转账,53110001403019202604301291022222,10001073012026043001628702185624,/,2026-04-30,2026-04
2026-04-30 21:12:27,商户消费,中山通,公交-819-20260430211216,支出,1.0,零钱,支付成功,4200003135202604308615982301,202604302049839280994054145,/,2026-04-30,2026-04
2026-04-30 23:41:47,商户消费,乐佳便利店,/,支出,5.0,零钱,支付成功,4200003016202604300544376046,10357620957317775637000149040401,/,2026-04-30,2026-04
